customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
KK8X-VZG45,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.95,141.93,Yes
KKAF-L746E,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.24,2400.49,Yes
KKIJ-BLAHE,Female,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.77,941.54,Yes
KKZR-JLNGO,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.42,1008.17,No
KL66-7F8G0,Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.72,4858.51,Yes
KL7F-Y5Y9A,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.71,996.86,No
KLHH-1GCTV,Male,1,Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.39,4809.89,Yes
KLSL-CPS5O,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,81.2,4502.15,No
KM49-SZ9EW,Female,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.56,18.8,Yes
KM59-OFSI2,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,99.68,1018.23,Yes
KM71-C15AC,Male,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.95,6071.4,Yes
KM87-F4V9P,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),61.48,83.23,No
KMCV-RIHS7,Female,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),79.68,389.26,Yes
KMEE-OQTCF,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,30.66,93.19,No
KMN7-K99Y3,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,42.3,1167.36,No
KMT9-P78HI,Female,0,Yes,No,30,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,53.9,1641.07,No
KMYM-61YF7,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,85.8,5811.59,No
KN01-15ZMS,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,76.36,4447.77,Yes
KN0C-U6YPZ,Female,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.56,785.16,No
KN26-QM7L1,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),96.16,6861.13,Yes
KNFQ-2QTVX,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.73,667.55,No
KNMM-ZMCAS,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.79,3901.33,Yes
KNOE-UTXK2,Female,0,Yes,No,38,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.45,2050.75,No
KNSY-28A8T,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.71,6273.02,No
KNWP-SNOSN,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,46.53,2062.2,No
KNXU-15YDK,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.41,3287.87,Yes
KO63-IBZ3R,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),90.35,2029.42,No
KOOA-M7MOV,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.41,49.25,Yes
KOPM-GNQBH,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,50.91,137.63,Yes
KP8A-JSJPE,Male,1,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.93,18.8,Yes
KP98-XYU1J,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,58.67,138.02,Yes
KPOS-4JHWO,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.71,1279.18,No
KPWS-BT77C,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.84,297.73,Yes
KPX2-AO9P6,Female,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,89.06,4154.59,No
KQ8Z-56QKD,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),82.11,94.7,Yes
KQBH-6Q6U6,Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.97,108.67,No
KQHF-TMOGA,Female,1,No,No,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27.02,1945.99,Yes
KQHP-WMUST,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.96,1119.78,Yes
KQJQ-SSMX0,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),55.84,258.05,No
KQTI-43EHV,Male,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),41.98,287.16,Yes
KQYL-64JFL,Female,1,Yes,No,30,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,48.48,1481.5,No
KS66-B9XEV,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),45.55,85.03,No
KSBG-0PVRF,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,28.48,1144.07,No
KSM2-HSYWT,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.0,284.57,Yes
KSXB-VVZDU,Female,0,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.27,486.13,Yes
KT15-RT29L,Female,0,No,No,15,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.81,344.28,Yes
KT17-KKWO0,Female,1,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,30.96,71.07,No
KT27-9SIJN,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.13,3916.8,Yes
KTB0-NJ51I,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),71.06,3163.11,No
KTGU-S97WL,Female,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),67.31,2206.16,No
KTPQ-SUXDQ,Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.1,2374.72,Yes
KU3Y-4208U,Male,1,No,No,23,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),59.29,1376.55,Yes
KUEC-2KNAQ,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.77,1944.62,No
KUHF-QFERA,Female,0,No,No,52,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,56.38,2925.06,No
KUIT-2CPDQ,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,50.67,2112.03,Yes
KV3J-9XJRI,Female,0,No,No,61,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,44.39,2769.19,No
KV6W-T9OM0,Male,1,Yes,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.67,58.01,Yes
KV9M-SSLDY,Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),84.04,4264.95,No
KVAJ-A4VH1,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.81,3813.9,Yes
KVES-WVIPI,Male,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.48,1125.7,No
KVNH-6CU7N,Male,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,39.26,123.62,Yes
KVVF-JDMNO,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),34.13,131.0,No
KVZK-RLICN,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.97,2662.44,No
KWFB-DSJ6O,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.33,2765.17,No
KWH1-9SSB7,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),96.37,468.76,Yes
KWTX-6SZBH,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,70.43,38.35,Yes
KXIG-27CDD,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,1064.59,No
KXKE-6BKDD,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.16,18.8,Yes
KXVX-ZSD4T,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,41.27,696.91,Yes
KXZN-T3YHP,Male,0,Yes,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.62,1287.46,No
KY51-JZJXN,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.01,461.79,Yes
KY7W-IZDZN,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),50.51,146.65,Yes
KZMO-IIAIX,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,85.13,3645.46,No
KZNQ-S1S8N,Male,0,Yes,No,2,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.44,18.8,Yes
KZSI-S5OMH,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),35.9,432.64,No
L01O-U61EB,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,68.67,2849.66,Yes
L0HL-75HP0,Female,0,No,No,60,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.72,3659.95,Yes
L0NF-DRJQP,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.5,6038.99,Yes
L0P0-JZSIB,Female,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.72,1058.75,Yes
L0UX-1EZYY,Male,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),51.89,2000.59,No
L19A-OWPFI,Female,0,Yes,No,44,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),59.01,2569.53,No
L1I7-5U9MV,Male,0,Yes,No,48,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,77.39,3694.44,No
L1N5-9MS4H,Male,0,No,No,55,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.02,4032.62,No
L1TJ-8BC0X,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.25,338.82,No
L1XL-TXI6G,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),97.45,2946.59,Yes
L1YZ-5SLHQ,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.14,2072.96,Yes
L2EV-A2U1O,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.77,805.13,Yes
L2EX-EKMPV,Female,0,No,No,64,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,34.72,2098.56,No
L2M6-1N0EW,Female,0,Yes,No,12,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,76.15,917.9,Yes
L2PP-3IIB2,Male,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,72.58,301.69,No
L2RG-SG50K,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),69.95,475.0,Yes
L2ZK-OH8OA,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),64.5,4384.13,No
L3AZ-Q9Z7D,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),86.22,3892.11,No
L3LD-LCQ4U,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,104.9,847.32,Yes
L3WJ-1U7OO,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,56.13,2404.21,No
L3Y5-9ZI7I,Female,0,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),48.77,1810.05,No
L461-HP5U9,Female,0,Yes,No,61,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,72.03,4347.45,Yes
L4DH-SLF5P,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,105.39,6951.7,Yes
L4J3-O2ID4,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.67,1653.52,Yes
L4PZ-H191G,Male,0,No,No,67,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.2,5743.79,Yes
L4WY-A6FRM,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,79.35,2677.73,No
L50M-IRCUF,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,220.33,No
L55O-G4L28,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.49,843.04,Yes
L573-7FXXR,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.59,62.85,Yes
L5SO-NI7X9,Male,1,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.91,1370.74,Yes
L5W0-GUQVH,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),64.71,1259.49,No
L62Q-8H2YJ,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.89,746.87,No
L6GZ-229TE,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.2,3787.25,No
L6IA-XDEEW,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.6,63.49,No
L6KH-4YXRT,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,56.31,1251.65,No
L6NO-PKPJT,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.25,3578.63,No
L6NX-D4IME,Female,0,Yes,No,6,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,88.68,550.07,Yes
L744-SNAQP,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.96,5014.75,Yes
L774-B7TWD,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.12,522.25,Yes
L78J-HMTR2,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,76.27,85.86,Yes
L7QC-QM330,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,72.49,220.43,Yes
L7RI-L0IOR,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.89,810.99,No
L7T7-ZPB7W,Female,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),57.91,711.96,No
L7Z4-YO32E,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.11,365.59,Yes
L815-5JXFM,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.45,157.28,No
L85Q-HF801,Female,0,No,No,27,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.08,2191.07,Yes
L8BF-1R1OG,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.11,1111.52,No
L8F4-E0EUD,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),74.32,772.08,No
L8GY-U4NMD,Male,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.02,18.8,No
L8IY-OY3N0,Male,0,No,No,7,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,72.49,460.6,No
L8PP-8UULA,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,81.44,418.87,No
L8RW-ARSIM,Female,0,Yes,No,72,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.3,2311.02,No
L8WS-ICNHX,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.72,254.44,Yes
L9BZ-I41D2,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.55,1720.59,No
L9J3-YAB5D,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.05,105.49,No
L9QV-VL1Q9,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.43,640.63,No
L9Z8-XZIVP,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.0,1667.59,No
LAWG-GNXVE,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),80.5,77.98,No
LAZB-BEPYC,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.87,1693.05,Yes
LB02-LYIG3,Female,1,No,No,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,50.51,60.38,No
LB4A-E56YA,Female,0,No,No,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.53,2072.67,Yes
LB6F-Y00EX,Male,0,No,No,57,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.1,3571.96,Yes
LBEV-3TT28,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),36.09,249.23,No
LBO0-HXR1L,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.11,900.68,No
LBX2-VV9IV,Male,0,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.91,1121.53,No
LBX8-685H5,Male,0,Yes,No,20,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.39,1348.65,No
LBZ6-EUHPN,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,48.92,86.91,No
LCCP-U4UT3,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,107.78,7746.69,Yes
LCZI-D6N95,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,102.87,128.24,Yes
LDAX-W3IOS,Female,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,57.81,281.38,Yes
LDGJ-HV52G,Male,1,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.91,1084.94,Yes
LDMW-CD3DA,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,88.18,3942.84,Yes
LDWS-VWP8A,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.22,513.91,Yes
LE22-CJZQH,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),100.82,4190.04,No
LE74-R37PM,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,47.24,3260.15,No
LEES-O0KNI,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),67.46,2662.42,Yes
LEHT-5Q9V5,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),82.23,3811.05,No
LEPF-GK7F1,Male,0,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,46.86,1745.65,No
LEYY-V5BPQ,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.17,416.57,No
LF6I-IPTYF,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),97.01,6071.51,No
LF71-FELWP,Female,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.56,112.78,Yes
LF7S-V1XP3,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),66.63,3963.2,No
LFC9-99PCQ,Female,1,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.31,6192.72,No
LFH6-XQO9O,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,85.33,6177.65,No
LFMT-DI1QH,Female,1,Yes,Yes,56,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,34.36,1941.53,Yes
LFMX-BWJDX,Female,1,Yes,Yes,6,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.56,385.95,Yes
LFNN-6RHKM,Male,0,No,Yes,52,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,44.04,2195.45,No
LFPV-OEUXS,Female,0,Yes,No,54,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.45,5064.61,Yes
LG29-2U344,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.48,1048.34,No
LG4N-B76Z3,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,73.81,50.45,Yes
LG8A-Q23ER,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.19,477.04,Yes
LGER-EMZ64,Male,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.33,1022.09,Yes
LGIO-2PVRA,Male,0,No,No,37,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,99.84,3708.15,No
LGPO-5DZB0,Male,1,No,No,5,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,34.4,163.47,No
LH2B-0DHMC,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,32.04,246.33,No
